,practice_id,ccg_id,baseline,baseline_ranking,allocation,group_ab,cost_saving_measure
1272,P84037,14L,0.12385321100917432,0.8730935251798562,con,con,ppi
1274,P84051,14L,0.12832929782082325,0.8969784172661871,con,con,ppi
1273,P84052,14L,0.12278820375335121,0.8677697841726618,I,B,ppi
1269,P84053,14L,0.12053571428571429,0.8543884892086331,I,A,ppi
1271,P84059,14L,0.1139189731247493,0.8133812949640288,I,B,ppi
1270,P84071,14L,0.14797136038186157,0.9512230215827339,con,con,ppi
1275,P84631,14L,0.15847665847665848,0.9658992805755395,I,A,ppi
1276,P84684,14L,0.13293051359516617,0.9117985611510792,con,con,ppi
1281,N82001,99A,0.11429832303618712,0.816115107913669,I,B,ppi
1282,N82004,99A,0.14470284237726097,0.9458992805755395,con,con,ppi
1278,N82024,99A,0.12195812110922467,0.8637410071942446,con,con,ppi
1277,N82059,99A,0.1148036253776435,0.8202877697841726,I,B,ppi
1284,N82066,99A,0.12164645350973907,0.8614388489208633,con,con,ppi
1279,N82073,99A,0.11427145708582834,0.8155395683453237,I,A,ppi
1288,N82074,99A,0.11322081575246132,0.8097841726618705,con,con,ppi
1283,N82081,99A,0.15879265091863518,0.9666187050359712,I,B,ppi
1286,N82100,99A,0.12332990750256938,0.8710791366906475,con,con,ppi
1287,N82106,99A,0.11653718091009989,0.8317985611510791,I,A,ppi
1280,N82641,99A,0.1180195739781232,0.8423021582733813,con,con,ppi
1285,Y00110,99A,0.11475409836065574,0.82,I,A,ppi
1292,A86016,99C,0.11452184179456906,0.8176978417266187,con,con,ppi
1291,A87005,99C,0.1574750830564784,0.9646043165467626,I,A,ppi
1290,A87011,99C,0.11804547653604257,0.842589928057554,con,con,ppi
1289,A87012,99C,0.12982341399607586,0.9024460431654676,I,B,ppi
1293,C83036,99D,0.15451320457232953,0.960863309352518,I,A,ppi
1294,C83065,99D,0.14374542794440381,0.942158273381295,con,con,ppi
1295,F81006,99E,0.1390827517447657,0.9294964028776979,con,con,ppi
1302,F81041,99E,0.11672240802675585,0.8339568345323741,I,B,ppi
1298,F81085,99E,0.12587921416444336,0.8850359712230216,I,B,ppi
1300,F81102,99E,0.1123152709359606,0.8033093525179856,I,A,ppi
1304,F81151,99E,0.11725571725571726,0.8376978417266187,I,A,ppi
1296,F81163,99E,0.14063886424134872,0.9341007194244604,I,A,ppi
1299,F81215,99E,0.11372792066935233,0.8128057553956834,con,con,ppi
1305,F81648,99E,0.15966386554621848,0.9682014388489208,con,con,ppi
1301,F81651,99E,0.12471131639722864,0.878273381294964,con,con,ppi
1306,F81737,99E,0.14903846153846154,0.9532374100719424,I,B,ppi
1297,F81756,99E,0.12359550561797752,0.8720863309352518,con,con,ppi
1303,Y00469,99E,0.1287988422575977,0.8984172661870503,con,con,ppi
1309,F81001,99F,0.1150818974686237,0.8223021582733813,con,con,ppi
1313,F81032,99F,0.11655172413793104,0.8319424460431655,con,con,ppi
1314,F81051,99F,0.12872023809523808,0.8981294964028776,I,B,ppi
1315,F81066,99F,0.12725015518311608,0.8916546762589928,con,con,ppi
1311,F81089,99F,0.14446043165467626,0.9443165467625899,con,con,ppi
1310,F81101,99F,0.14294187425860025,0.9402877697841726,I,A,ppi
1307,F81123,99F,0.12265011863478736,0.8664748201438849,con,con,ppi
1312,F81739,99F,0.115861479264643,0.8264748201438848,I,B,ppi
1308,F81740,99F,0.22885572139303484,0.9971223021582734,I,B,ppi
1316,Y00984,99F,0.11768330252618607,0.84,I,A,ppi
1324,F81003,99G,0.1651829871414441,0.9751079136690648,con,con,ppi
1319,F81092,99G,0.2105978260869565,0.9953956834532374,I,B,ppi
1327,F81097,99G,0.12735849056603774,0.8925179856115107,I,A,ppi
1317,F81128,99G,0.13553413984006563,0.9194244604316547,I,B,ppi
1326,F81147,99G,0.2831050228310502,0.9997122302158273,con,con,ppi
1322,F81164,99G,0.14063079777365492,0.9339568345323741,con,con,ppi
1320,F81622,99G,0.207532667179093,0.9943884892086331,con,con,ppi
1321,F81649,99G,0.12640635340833886,0.8883453237410072,I,B,ppi
1325,F81656,99G,0.11774325429272281,0.8407194244604317,I,A,ppi
1323,F81696,99G,0.1814621409921671,0.9879136690647482,I,A,ppi
1318,F81724,99G,0.1484308736217133,0.9520863309352517,con,con,ppi
1334,H81074,99H,0.12750601443464316,0.8928057553956834,con,con,ppi
1332,H81103,99H,0.1638246041412911,0.9730935251798561,con,con,ppi
1329,H81107,99H,0.13269424823410697,0.9107913669064748,I,B,ppi
1330,H81109,99H,0.11241610738255034,0.8040287769784172,con,con,ppi
1328,H81128,99H,0.11372334609075997,0.8126618705035972,con,con,ppi
1335,H81618,99H,0.13343799058084774,0.9133812949640288,I,A,ppi
1333,H81644,99H,0.1299198885405782,0.9027338129496403,I,A,ppi
1331,H81672,99H,0.12644889357218125,0.8886330935251798,I,B,ppi
1338,G82022,99J,0.13052266820675715,0.9033093525179856,con,con,ppi
1336,G82024,99J,0.11572535991140642,0.8256115107913669,con,con,ppi
1343,G82093,99J,0.13318284424379231,0.9125179856115108,I,B,ppi
1342,G82103,99J,0.11863313990973566,0.8456115107913669,con,con,ppi
1339,G82141,99J,0.14278429372768994,0.9397122302158274,I,A,ppi
1337,G82200,99J,0.11594202898550725,0.8270503597122302,I,A,ppi
1340,G82793,99J,0.11563876651982379,0.8253237410071942,con,con,ppi
1341,G82888,99J,0.11555232558139535,0.8248920863309352,I,B,ppi
1346,G81007,99K,0.11995809324253535,0.8517985611510791,I,A,ppi
1353,G81016,99K,0.12414837244511734,0.8745323741007194,con,con,ppi
1349,G81019,99K,0.12,0.8519424460431655,con,con,ppi
1344,G81021,99K,0.16337148803329865,0.9728057553956835,I,B,ppi
1352,G81024,99K,0.13210798391728892,0.9089208633093525,I,B,ppi
1351,G81035,99K,0.14566345441067458,0.9470503597122302,con,con,ppi
1345,G81040,99K,0.13047530288909598,0.9031654676258993,con,con,ppi
1350,G81043,99K,0.14227340267459138,0.9382733812949641,I,A,ppi
1348,G81055,99K,0.11484198645598194,0.8210071942446043,I,A,ppi
1354,G81088,99K,0.11794597485958813,0.8414388489208633,I,B,ppi
1347,G81102,99K,0.11536186156576612,0.8237410071942446,con,con,ppi
1355,G81614,99K,0.11689814814814815,0.8351079136690648,con,con,ppi
1356,J82099,99M,0.13624544981799272,0.9214388489208634,I,B,ppi
1357,J82198,99M,0.1235632183908046,0.8717985611510791,con,con,ppi
1378,J83005,99N,0.13186813186813187,0.9080575539568345,con,con,ppi
1383,J83006,99N,0.12317130722038698,0.8699280575539569,I,A,ppi
1376,J83007,99N,0.11617426139208813,0.8280575539568346,con,con,ppi
1362,J83008,99N,0.1227224008574491,0.8673381294964029,con,con,ppi
1374,J83010,99N,0.11708415423585702,0.8365467625899281,con,con,ppi
1366,J83018,99N,0.13473642800944138,0.916978417266187,con,con,ppi
1359,J83019,99N,0.12828850133018033,0.8966906474820144,I,B,ppi
1368,J83021,99N,0.12187569121875691,0.8628776978417266,con,con,ppi
1360,J83023,99N,0.12160633484162896,0.8611510791366906,con,con,ppi
1367,J83026,99N,0.1449438202247191,0.9460431654676259,I,A,ppi
1365,J83030,99N,0.12710843373493977,0.8913669064748202,I,A,ppi
1364,J83034,99N,0.12468377303939285,0.8778417266187051,con,con,ppi
1375,J83037,99N,0.13119103773584906,0.9057553956834532,I,A,ppi
1382,J83039,99N,0.1388643718740806,0.9286330935251799,con,con,ppi
1380,J83040,99N,0.14818205597698142,0.9516546762589928,con,con,ppi
1372,J83042,99N,0.12433679354094579,0.8752517985611511,con,con,ppi
1363,J83049,99N,0.13735597331716193,0.9251798561151079,I,B,ppi
1381,J83050,99N,0.11957671957671957,0.8502158273381295,I,B,ppi
1377,J83052,99N,0.12518628912071536,0.8805755395683453,I,B,ppi
1358,J83055,99N,0.12316528398213146,0.8697841726618705,con,con,ppi
1361,J83601,99N,0.11534701857282502,0.8235971223021583,I,A,ppi
1369,J83603,99N,0.17221135029354206,0.9824460431654676,I,A,ppi
1379,J83609,99N,0.18125643666323377,0.9876258992805755,I,B,ppi
1373,J83615,99N,0.11420059582919563,0.8148201438848921,I,B,ppi
1371,J83618,99N,0.16257088846880907,0.9720863309352518,I,B,ppi
1370,J83636,99N,0.11550888529886914,0.8246043165467626,con,con,ppi
1387,L83005,99Q,0.12127609664555478,0.859136690647482,I,B,ppi
1385,L83013,99Q,0.12896265560165976,0.8985611510791367,I,B,ppi
1390,L83022,99Q,0.11267156080434089,0.8057553956834532,con,con,ppi
1388,L83029,99Q,0.11621292157659488,0.8283453237410072,con,con,ppi
1384,L83094,99Q,0.1473768522226672,0.9500719424460432,con,con,ppi
1386,L83120,99Q,0.1135586783137106,0.8117985611510792,con,con,ppi
1389,L83148,99Q,0.12199807877041306,0.8638848920863309,I,A,ppi
